# Analysis title: MHCI_chipseq_diff_peaks_top1k analysis from Cistrome-GO
# Mode: Solo mode
# Specie: hg38
# Peak bed file name: MHCI_chipseq_diff_peaks_top1k.bed
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
protein-chromophore linkage(GO:0018298)	16990, 0, 14, 0	0.0	1.0	1.0	14
intrinsic apoptotic signaling pathway(GO:0097193)	16990, 23, 148, 1	4.991	0.3130211251	0.919750526409	148
cell junction assembly(GO:0034329)	16990, 0, 162, 0	0.0	1.0	1.0	162
maintenance of cell polarity(GO:0030011)	16990, 0, 17, 0	0.0	1.0	1.0	17
retina vasculature morphogenesis in camera-type eye(GO:0061299)	16990, 0, 11, 0	0.0	1.0	1.0	11
positive regulation of interferon-beta production(GO:0032728)	16990, 123, 30, 1	4.604	0.197113262407	0.712103760191	30
divalent inorganic cation transport(GO:0072511)	16990, 136, 290, 6	2.585	0.0917085658269	0.526470359707	290
erythrocyte differentiation(GO:0030218)	16990, 0, 51, 0	0.0	1.0	1.0	51
positive regulation of telomerase RNA localization to Cajal body(GO:1904874)	16990, 0, 15, 0	0.0	1.0	1.0	15
cellular response to toxic substance(GO:0097237)	16990, 22, 106, 1	7.286	0.216265964024	0.747805764193	106
antigen processing and presentation of exogenous peptide antigen via MHC class I(GO:0042590)	16990, 25, 30, 4	90.613	3.18820307972e-07	0.000139411425577	30
RNA surveillance(GO:0071025)	16990, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of steroid biosynthetic process(GO:0010893)	16990, 22, 17, 1	45.428	0.029198658408	0.346783504553	17
response to cAMP(GO:0051591)	16990, 64, 99, 2	5.363	0.116213079429	0.554548523864	99
cellular response to drug(GO:0035690)	16990, 22, 294, 2	5.254	0.164352085401	0.655851495011	294
glucose transmembrane transport(GO:1904659)	16990, 26, 30, 1	21.782	0.0653885960934	0.468731963054	30
response to vitamin E(GO:0033197)	16990, 0, 11, 0	0.0	1.0	1.0	11
response to hydroperoxide(GO:0033194)	16990, 124, 19, 1	7.211	0.130438110176	0.584178128443	19
fatty acid homeostasis(GO:0055089)	16990, 0, 15, 0	0.0	1.0	1.0	15
acetylcholine receptor signaling pathway(GO:0095500)	16990, 0, 28, 0	0.0	1.0	1.0	28
response to ATP(GO:0033198)	16990, 0, 32, 0	0.0	1.0	1.0	32
preassembly of GPI anchor in ER membrane(GO:0016254)	16990, 0, 15, 0	0.0	1.0	1.0	15
positive regulation of neurological system process(GO:0031646)	16990, 140, 57, 1	2.129	0.377127468262	1.0	57
heart trabecula formation(GO:0060347)	16990, 15, 15, 1	75.511	0.0195995452375	0.294174411632	15
response to dopamine(GO:1903350)	16990, 0, 15, 0	0.0	1.0	1.0	15
regulation of spindle organization(GO:0090224)	16990, 0, 42, 0	0.0	1.0	1.0	42
trabecula formation(GO:0060343)	16990, 15, 24, 1	47.194	0.0369771142796	0.381951345434	24
regulation of cellular localization(GO:0060341)	16990, 140, 868, 12	1.678	0.215394838261	0.746971284813	868
positive regulation of type I interferon-mediated signaling pathway(GO:0060340)	16990, 37, 13, 1	35.322	0.0313604299029	0.357449449841	13
L-glutamate transmembrane transport(GO:0015813)	16990, 0, 18, 0	0.0	1.0	1.0	18
regulation of Golgi organization(GO:1903358)	16990, 0, 16, 0	0.0	1.0	1.0	16
neuromuscular process(GO:0050905)	16990, 0, 82, 0	0.0	1.0	1.0	82
import into nucleus(GO:0051170)	16990, 61, 96, 1	2.901	0.361840860511	1.0	96
bone morphogenesis(GO:0060349)	16990, 83, 33, 1	6.203	0.156534715657	0.640793176433	33
bone development(GO:0060348)	16990, 0, 40, 0	0.0	1.0	1.0	40
regulation of centrosome duplication(GO:0010824)	16990, 0, 43, 0	0.0	1.0	1.0	43
regulation of glucose transmembrane transport(GO:0010827)	16990, 132, 74, 1	1.739	0.441542592162	1.0	74
pentose-phosphate shunt(GO:0006098)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of mitochondrion organization(GO:0010821)	16990, 23, 176, 2	8.394	0.0727739568586	0.486551635063	176
positive regulation of smoothened signaling pathway(GO:0045880)	16990, 0, 30, 0	0.0	1.0	1.0	30
negative regulation of mitochondrion organization(GO:0010823)	16990, 22, 52, 1	14.851	0.110185386181	0.548997873405	52
positive regulation of mitochondrion organization(GO:0010822)	16990, 23, 113, 2	13.074	0.0290113213512	0.346783504553	113
lens development in camera-type eye(GO:0002088)	16990, 0, 33, 0	0.0	1.0	1.0	33
viral budding(GO:0046755)	16990, 0, 25, 0	0.0	1.0	1.0	25
generation of precursor metabolites and energy(GO:0006091)	16990, 50, 353, 5	4.813	0.0157027897184	0.287342972429	353
pyruvate metabolic process(GO:0006090)	16990, 120, 68, 1	2.082	0.388133730473	1.0	68
negative regulation of glucose transmembrane transport(GO:0010829)	16990, 132, 17, 1	7.571	0.124425185306	0.57107360813	17
positive regulation of glucose transmembrane transport(GO:0010828)	16990, 0, 43, 0	0.0	1.0	1.0	43
gluconeogenesis(GO:0006094)	16990, 43, 44, 2	17.96	0.0142393906598	0.271791543944	44
central nervous system development(GO:0007417)	16990, 0, 127, 0	0.0	1.0	1.0	127
regulation of tolerance induction(GO:0002643)	16990, 0, 17, 0	0.0	1.0	1.0	17
cell communication involved in cardiac conduction(GO:0086065)	16990, 0, 23, 0	0.0	1.0	1.0	23
negative regulation of cell junction assembly(GO:1901889)	16990, 0, 23, 0	0.0	1.0	1.0	23
regulation of sensory perception(GO:0051931)	16990, 0, 40, 0	0.0	1.0	1.0	40
synaptic transmission, GABAergic(GO:0051932)	16990, 0, 13, 0	0.0	1.0	1.0	13
cell differentiation involved in metanephros development(GO:0072202)	16990, 69, 15, 1	16.415	0.061601151434	0.459610783255	15
cellular modified amino acid catabolic process(GO:0042219)	16990, 0, 29, 0	0.0	1.0	1.0	29
metanephric epithelium development(GO:0072207)	16990, 0, 11, 0	0.0	1.0	1.0	11
catecholamine transport(GO:0051937)	16990, 0, 14, 0	0.0	1.0	1.0	14
positive regulation of calcium ion-dependent exocytosis(GO:0045956)	16990, 0, 25, 0	0.0	1.0	1.0	25
negative regulation of calcium ion-dependent exocytosis(GO:0045955)	16990, 0, 12, 0	0.0	1.0	1.0	12
response to copper ion(GO:0046688)	16990, 0, 41, 0	0.0	1.0	1.0	41
regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay(GO:1900151)	16990, 41, 20, 1	20.72	0.0545733055486	0.432542310357	20
response to cadmium ion(GO:0046686)	16990, 2, 62, 1	137.016	0.0195269372064	0.294174411632	62
response to arsenic-containing substance(GO:0046685)	16990, 0, 28, 0	0.0	1.0	1.0	28
detection of mechanical stimulus involved in sensory perception of sound(GO:0050910)	16990, 0, 12, 0	0.0	1.0	1.0	12
response to organophosphorus(GO:0046683)	16990, 64, 137, 2	3.875	0.192118183986	0.703991445891	137
estrogen biosynthetic process(GO:0006703)	16990, 0, 13, 0	0.0	1.0	1.0	13
oocyte development(GO:0048599)	16990, 0, 13, 0	0.0	1.0	1.0	13
cellular response to reactive nitrogen species(GO:1902170)	16990, 22, 19, 1	40.646	0.0335200665555	0.370770140027	19
C21-steroid hormone biosynthetic process(GO:0006700)	16990, 0, 16, 0	0.0	1.0	1.0	16
negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway(GO:1902176)	16990, 0, 19, 0	0.0	1.0	1.0	19
mitotic cell cycle(GO:0000278)	16990, 0, 158, 0	0.0	1.0	1.0	158
regulation of oxidative stress-induced intrinsic apoptotic signaling pathway(GO:1902175)	16990, 137, 27, 1	4.593	0.196757179067	0.712103760191	27
regulation of protein targeting to membrane(GO:0090313)	16990, 0, 36, 0	0.0	1.0	1.0	36
positive regulation of protein deacetylation(GO:0090312)	16990, 0, 21, 0	0.0	1.0	1.0	21
mesenchymal to epithelial transition(GO:0060231)	16990, 69, 16, 1	15.389	0.0657427164566	0.469590273545	16
positive regulation of interleukin-2 biosynthetic process(GO:0045086)	16990, 0, 13, 0	0.0	1.0	1.0	13
negative regulation of intracellular protein transport(GO:0090317)	16990, 0, 41, 0	0.0	1.0	1.0	41
positive regulation of intracellular protein transport(GO:0090316)	16990, 0, 143, 0	0.0	1.0	1.0	143
embryonic camera-type eye morphogenesis(GO:0048596)	16990, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of protein targeting to membrane(GO:0090314)	16990, 0, 30, 0	0.0	1.0	1.0	30
regulation of metal ion transport(GO:0010959)	16990, 128, 366, 8	2.901	0.0259036757891	0.336120564054	366
positive regulation of protein depolymerization(GO:1901881)	16990, 0, 19, 0	0.0	1.0	1.0	19
response to lithium ion(GO:0010226)	16990, 0, 22, 0	0.0	1.0	1.0	22
response to UV-C(GO:0010225)	16990, 5, 15, 1	226.533	0.00842450905362	0.207804556656	15
response to UV-B(GO:0010224)	16990, 0, 18, 0	0.0	1.0	1.0	18
negative regulation of protein processing(GO:0010955)	16990, 5, 31, 1	109.613	0.0180752795145	0.291041096822	31
negative regulation of response to oxidative stress(GO:1902883)	16990, 0, 44, 0	0.0	1.0	1.0	44
base conversion or substitution editing(GO:0016553)	16990, 0, 21, 0	0.0	1.0	1.0	21
regulation of nitric-oxide synthase activity(GO:0050999)	16990, 127, 44, 2	6.081	0.0733179611789	0.487797909616	44
adult behavior(GO:0030534)	16990, 69, 142, 1	1.734	0.52968317201	1.0	142
response to anesthetic(GO:0072347)	16990, 0, 58, 0	0.0	1.0	1.0	58
developmental process involved in reproduction(GO:0003006)	16990, 113, 608, 6	1.484	0.493994455689	1.0	608
positive regulation of immunoglobulin production(GO:0002639)	16990, 124, 45, 1	3.045	0.283196573888	0.868154678542	45
peptide metabolic process(GO:0006518)	16990, 41, 358, 1	1.158	0.764041668737	1.0	358
protein N-linked glycosylation(GO:0006487)	16990, 113, 57, 1	2.638	0.322593344566	0.933164803844	57
male genitalia development(GO:0030539)	16990, 0, 18, 0	0.0	1.0	1.0	18
regulation of lipid catabolic process(GO:0050994)	16990, 45, 52, 1	7.261	0.167449956667	0.658034551933	52
positive regulation of lipid catabolic process(GO:0050996)	16990, 45, 23, 1	16.415	0.0681484575328	0.471623039934	23
blood vessel endothelial cell migration(GO:0043534)	16990, 0, 30, 0	0.0	1.0	1.0	30
inhibition of cysteine-type endopeptidase activity(GO:0097340)	16990, 5, 11, 1	308.909	0.00619351213209	0.181519536702	11
response to lipid(GO:0033993)	16990, 135, 739, 18	3.065	0.000172388728754	0.0197426139359	739
regulation of translation(GO:0006417)	16990, 128, 335, 4	1.585	0.470262130602	1.0	335
regulation of nucleotide metabolic process(GO:0006140)	16990, 22, 100, 1	7.723	0.20454768088	0.722083868847	100
receptor clustering(GO:0043113)	16990, 0, 45, 0	0.0	1.0	1.0	45
receptor metabolic process(GO:0043112)	16990, 127, 100, 3	4.013	0.0874482710986	0.517375380055	100
translational initiation(GO:0006413)	16990, 0, 139, 0	0.0	1.0	1.0	139
regulation of cellular amino acid metabolic process(GO:0006521)	16990, 0, 17, 0	0.0	1.0	1.0	17
positive regulation of autophagy of mitochondrion(GO:1903599)	16990, 0, 19, 0	0.0	1.0	1.0	19
negative regulation of vascular permeability(GO:0043116)	16990, 0, 11, 0	0.0	1.0	1.0	11
positive regulation of leukocyte differentiation(GO:1902107)	16990, 60, 144, 1	1.966	0.514682643649	1.0	144
cellular amino acid metabolic process(GO:0006520)	16990, 14, 312, 1	3.89	0.441512186981	1.0	312
craniofacial suture morphogenesis(GO:0097094)	16990, 0, 18, 0	0.0	1.0	1.0	18
regulation of cardiac conduction(GO:1903779)	16990, 127, 53, 1	2.524	0.330694545921	0.946636574237	53
long-term memory(GO:0007616)	16990, 117, 33, 2	8.801	0.0391666219098	0.386840762599	33
mating behavior(GO:0007617)	16990, 0, 21, 0	0.0	1.0	1.0	21
learning(GO:0007612)	16990, 0, 142, 0	0.0	1.0	1.0	142
memory(GO:0007613)	16990, 117, 113, 2	2.57	0.282804236313	0.868154678542	113
behavior(GO:0007610)	16990, 69, 555, 2	0.887	0.856824381033	1.0	555
RNA modification(GO:0009451)	16990, 0, 159, 0	0.0	1.0	1.0	159
mRNA transcription(GO:0009299)	16990, 0, 25, 0	0.0	1.0	1.0	25
arginine metabolic process(GO:0006525)	16990, 0, 17, 0	0.0	1.0	1.0	17
regulation of glutamate receptor signaling pathway(GO:1900449)	16990, 22, 48, 1	16.089	0.102447540775	0.536205300466	48
C-terminal protein amino acid modification(GO:0018410)	16990, 0, 16, 0	0.0	1.0	1.0	16
ribosomal small subunit biogenesis(GO:0042274)	16990, 0, 17, 0	0.0	1.0	1.0	17
hormone metabolic process(GO:0042445)	16990, 22, 191, 1	4.043	0.382672195287	1.0	191
regulation of insulin secretion(GO:0050796)	16990, 128, 172, 3	2.315	0.267597035762	0.841269112429	172
regulation of hydrogen peroxide metabolic process(GO:0010310)	16990, 0, 19, 0	0.0	1.0	1.0	19
pigment metabolic process(GO:0042440)	16990, 22, 63, 1	12.258	0.13156047839	0.586550780586	63
receptor localization to synapse(GO:0097120)	16990, 0, 34, 0	0.0	1.0	1.0	34
lymphocyte homeostasis(GO:0002260)	16990, 33, 49, 2	21.014	0.0100502598486	0.233535023534	49
myeloid cell homeostasis(GO:0002262)	16990, 0, 24, 0	0.0	1.0	1.0	24
cell activation involved in immune response(GO:0002263)	16990, 154, 599, 12	2.21	0.0390318349633	0.386309141572	599
progesterone metabolic process(GO:0042448)	16990, 0, 13, 0	0.0	1.0	1.0	13
mitochondrial transmembrane transport(GO:1990542)	16990, 0, 80, 0	0.0	1.0	1.0	80
response to ischemia(GO:0002931)	16990, 127, 41, 2	6.526	0.0648723939847	0.468401833696	41
glandular epithelial cell development(GO:0002068)	16990, 100, 16, 1	10.619	0.0912304020975	0.526470359707	16
transforming growth factor beta receptor signaling pathway(GO:0007179)	16990, 66, 99, 1	2.6	0.384321702791	1.0	99
regulation of action potential(GO:0098900)	16990, 127, 49, 1	2.73	0.309920146361	0.913428862742	49
regulation of cardiac muscle cell action potential(GO:0098901)	16990, 127, 28, 1	4.778	0.190358298923	0.700031662116	28
chondrocyte differentiation(GO:0002062)	16990, 0, 41, 0	0.0	1.0	1.0	41
chondrocyte development(GO:0002063)	16990, 0, 21, 0	0.0	1.0	1.0	21
regulation of T cell proliferation(GO:0042129)	16990, 134, 154, 4	3.293	0.0874068999291	0.517375380055	154
complement receptor mediated signaling pathway(GO:0002430)	16990, 0, 12, 0	0.0	1.0	1.0	12
columnar/cuboidal epithelial cell development(GO:0002066)	16990, 100, 30, 1	5.663	0.165879578642	0.657012931934	30
glandular epithelial cell differentiation(GO:0002067)	16990, 0, 22, 0	0.0	1.0	1.0	22
epithelial cell development(GO:0002064)	16990, 113, 118, 3	3.823	0.10164413754	0.534326012644	118
columnar/cuboidal epithelial cell differentiation(GO:0002065)	16990, 151, 47, 2	4.788	0.109552041819	0.548997873405	47
amino acid transport(GO:0006865)	16990, 0, 103, 0	0.0	1.0	1.0	103
cellular response to virus(GO:0098586)	16990, 0, 31, 0	0.0	1.0	1.0	31
vesicle fusion to plasma membrane(GO:0099500)	16990, 140, 14, 3	26.005	0.000344541849321	0.0312687980233	14
regulation of cardiocyte differentiation(GO:1905207)	16990, 0, 48, 0	0.0	1.0	1.0	48
positive regulation of cardiocyte differentiation(GO:1905209)	16990, 0, 28, 0	0.0	1.0	1.0	28
histone mRNA metabolic process(GO:0008334)	16990, 0, 29, 0	0.0	1.0	1.0	29
glial cell activation(GO:0061900)	16990, 0, 29, 0	0.0	1.0	1.0	29
extracellular structure organization(GO:0043062)	16990, 123, 367, 5	1.882	0.317026517096	0.925301909727	367
regulation of presynaptic cytosolic calcium ion concentration(GO:0099509)	16990, 0, 17, 0	0.0	1.0	1.0	17
ketone body metabolic process(GO:1902224)	16990, 50, 12, 1	28.317	0.0370445501949	0.381951345434	12
regulation of chondrocyte differentiation(GO:0032330)	16990, 0, 47, 0	0.0	1.0	1.0	47
nuclear envelope reassembly(GO:0031468)	16990, 0, 15, 0	0.0	1.0	1.0	15
prostaglandin biosynthetic process(GO:0001516)	16990, 0, 14, 0	0.0	1.0	1.0	14
regulation of short-term neuronal synaptic plasticity(GO:0048172)	16990, 0, 14, 0	0.0	1.0	1.0	14
response to metal ion(GO:0010038)	16990, 2, 355, 1	23.93	0.140342727376	0.605088872291	355
RNA methylation(GO:0001510)	16990, 0, 77, 0	0.0	1.0	1.0	77
aromatic amino acid family catabolic process(GO:0009074)	16990, 0, 28, 0	0.0	1.0	1.0	28
cytoplasmic sequestering of transcription factor(GO:0042994)	16990, 0, 17, 0	0.0	1.0	1.0	17
response to inorganic substance(GO:0010035)	16990, 2, 505, 1	16.822	0.198271334924	0.713423243198	505
serine family amino acid biosynthetic process(GO:0009070)	16990, 0, 21, 0	0.0	1.0	1.0	21
serine family amino acid catabolic process(GO:0009071)	16990, 0, 13, 0	0.0	1.0	1.0	13
aromatic amino acid family metabolic process(GO:0009072)	16990, 0, 39, 0	0.0	1.0	1.0	39
selective autophagy(GO:0061912)	16990, 0, 21, 0	0.0	1.0	1.0	21
positive regulation of signaling(GO:0023056)	16990, 140, 1721, 22	1.551	0.115022075605	0.552703480181	1721
cellular response to extracellular stimulus(GO:0031668)	16990, 112, 248, 4	2.447	0.205313381651	0.722083868847	248
peptidyl-serine modification(GO:0018209)	16990, 117, 181, 1	0.802	0.732589648828	1.0	181
peptidyl-proline modification(GO:0018208)	16990, 40, 54, 1	7.866	0.164726596115	0.655851495011	54
regulation of establishment of planar polarity(GO:0090175)	16990, 0, 65, 0	0.0	1.0	1.0	65
negative regulation of signaling(GO:0023057)	16990, 137, 1263, 19	1.866	0.0360445333784	0.380206591119	1263
peptidyl-lysine modification(GO:0018205)	16990, 28, 272, 1	2.231	0.562663178412	1.0	272
lipopolysaccharide-mediated signaling pathway(GO:0031663)	16990, 128, 33, 2	8.045	0.0455979328245	0.411493540124	33
peptidyl-methionine modification(GO:0018206)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of DNA recombination(GO:0000018)	16990, 79, 103, 1	2.088	0.429446792367	1.0	103
regulation of lipopolysaccharide-mediated signaling pathway(GO:0031664)	16990, 60, 25, 2	22.653	0.00712865578378	0.195936196114	25
negative regulation of lipopolysaccharide-mediated signaling pathway(GO:0031665)	16990, 60, 13, 2	43.564	0.00179437164899	0.0795352425395	13
segment specification(GO:0007379)	16990, 0, 17, 0	0.0	1.0	1.0	17
pyrimidine nucleoside monophosphate metabolic process(GO:0009129)	16990, 0, 18, 0	0.0	1.0	1.0	18
hepatocyte differentiation(GO:0070365)	16990, 0, 13, 0	0.0	1.0	1.0	13
fatty acid derivative catabolic process(GO:1901569)	16990, 0, 11, 0	0.0	1.0	1.0	11
non-motile cilium assembly(GO:1905515)	16990, 0, 44, 0	0.0	1.0	1.0	44
positive regulation of nitric-oxide synthase activity(GO:0051000)	16990, 32, 22, 1	24.134	0.0510064710344	0.428021335662	22
macrophage migration(GO:1905517)	16990, 128, 15, 1	8.849	0.107491795241	0.54886999481	15
positive regulation of fertilization(GO:1905516)	16990, 0, 14, 0	0.0	1.0	1.0	14
regulation of gliogenesis(GO:0014013)	16990, 0, 109, 0	0.0	1.0	1.0	109
embryonic morphogenesis(GO:0048598)	16990, 139, 400, 5	1.528	0.464900837596	1.0	400
peptidyl-lysine dimethylation(GO:0018027)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of calcium ion transmembrane transport(GO:1903169)	16990, 109, 140, 4	4.453	0.0370834258457	0.381951345434	140
peptidyl-lysine trimethylation(GO:0018023)	16990, 0, 28, 0	0.0	1.0	1.0	28
peptidyl-lysine methylation(GO:0018022)	16990, 0, 85, 0	0.0	1.0	1.0	85
positive regulation of protein oligomerization(GO:0032461)	16990, 23, 25, 2	59.096	0.000984848788868	0.0563943175531	25
ventricular septum development(GO:0003281)	16990, 0, 28, 0	0.0	1.0	1.0	28
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway(GO:0090092)	16990, 127, 223, 3	1.8	0.40787871765	1.0	223
proteolysis involved in cellular protein catabolic process(GO:0051603)	16990, 23, 550, 4	5.372	0.0263838238618	0.338870571921	550
postsynaptic cytoskeleton organization(GO:0099188)	16990, 0, 11, 0	0.0	1.0	1.0	11
platelet-derived growth factor receptor signaling pathway(GO:0048008)	16990, 146, 32, 1	3.637	0.241584723525	0.79631420651	32
insulin-like growth factor receptor signaling pathway(GO:0048009)	16990, 0, 14, 0	0.0	1.0	1.0	14
late endosome to vacuole transport(GO:0045324)	16990, 0, 17, 0	0.0	1.0	1.0	17
regulation of morphogenesis of an epithelium(GO:1905330)	16990, 91, 133, 2	2.808	0.274405872996	0.855406512711	133
positive regulation of immunoglobulin secretion(GO:0051024)	16990, 124, 12, 1	11.418	0.0843584681625	0.508909627774	12
positive regulation of morphogenesis of an epithelium(GO:1905332)	16990, 69, 33, 1	7.462	0.136182652077	0.596585393692	33
antigen processing and presentation of peptide antigen(GO:0048002)	16990, 54, 134, 8	18.784	5.54756421647e-08	2.96486487569e-05	134
cholesterol catabolic process(GO:0006707)	16990, 0, 12, 0	0.0	1.0	1.0	12
mRNA transport(GO:0051028)	16990, 61, 146, 1	1.908	0.522827865984	1.0	146
ameboidal-type cell migration(GO:0001667)	16990, 69, 161, 2	3.059	0.264685042969	0.835938973528	161
steroid catabolic process(GO:0006706)	16990, 0, 26, 0	0.0	1.0	1.0	26
